Neighborhood,Month,Day,Shift,Category 1,Category 2,Category 3,Category 4
Peachtree Park,2,6,Day,0,0,0,0
Peachtree Park,2,6,Evening,0,0,0,5
Peachtree Park,3,0,Morning,0,0,0,2
Peachtree Park,3,0,Day,0,0,1,5
Peachtree Park,3,0,Evening,0,0,0,3
Peachtree Park,3,1,Morning,0,1,1,1
Peachtree Park,3,1,Day,0,0,0,3
Peachtree Park,3,1,Evening,0,0,0,0
Peachtree Park,3,2,Morning,0,2,0,1
Peachtree Park,3,2,Day,0,0,0,1
Peachtree Park,3,2,Evening,0,0,0,1
Peachtree Park,3,3,Morning,0,0,0,1
Peachtree Park,3,3,Day,0,0,0,3
Peachtree Park,3,3,Evening,0,0,0,4
Peachtree Park,3,4,Morning,0,0,0,1
Peachtree Park,3,4,Day,0,0,0,4
Peachtree Park,3,4,Evening,0,0,0,3
Peachtree Park,3,5,Morning,0,0,0,0
Peachtree Park,3,5,Day,0,1,0,3
Peachtree Park,3,5,Evening,0,0,0,1
Peachtree Park,3,6,Morning,0,0,0,3
Peachtree Park,3,6,Day,0,0,0,1
Peachtree Park,3,6,Evening,0,0,0,1
Peachtree Park,4,0,Morning,0,1,0,0
Peachtree Park,4,0,Day,0,0,0,2
Peachtree Park,4,0,Evening,0,0,0,5
Peachtree Park,4,1,Morning,0,0,0,0
Peachtree Park,4,1,Day,0,0,0,1
Peachtree Park,4,1,Evening,0,2,1,3
Peachtree Park,4,2,Morning,0,1,0,1
Peachtree Park,4,2,Day,0,1,0,1
Peachtree Park,4,2,Evening,0,0,1,1
Peachtree Park,4,3,Morning,0,0,1,0
Peachtree Park,4,3,Day,0,0,0,4
Peachtree Park,4,3,Evening,0,1,0,3
Peachtree Park,4,4,Morning,0,0,0,0
Peachtree Park,4,4,Day,0,0,0,3
Peachtree Park,4,4,Evening,0,0,0,4
Peachtree Park,4,5,Morning,0,1,1,0
Peachtree Park,4,5,Day,0,0,1,1
Peachtree Park,4,5,Evening,0,0,1,3
Peachtree Park,4,6,Morning,0,0,0,0
Peachtree Park,4,6,Day,0,0,1,0
Peachtree Park,4,6,Evening,0,0,0,3
Peachtree Park,5,0,Morning,0,0,0,0
Peachtree Park,5,0,Day,0,0,1,1
Peachtree Park,5,0,Evening,0,0,0,3
Peachtree Park,5,1,Morning,0,1,0,1
Peachtree Park,5,1,Day,0,0,1,1
Peachtree Park,5,1,Evening,0,0,0,1
Peachtree Park,5,2,Morning,0,0,2,1
Peachtree Park,5,2,Day,0,0,2,0
Peachtree Park,5,2,Evening,0,0,1,2
Peachtree Park,5,3,Morning,0,0,0,3
Peachtree Park,5,3,Day,0,2,1,1
Peachtree Park,5,3,Evening,0,0,1,4
Peachtree Park,5,4,Morning,0,0,0,0
Peachtree Park,5,4,Day,0,0,1,3
Peachtree Park,5,4,Evening,0,0,1,2
Peachtree Park,5,5,Morning,0,0,1,0
Peachtree Park,5,5,Day,0,0,0,0
Peachtree Park,5,5,Evening,0,0,1,2
Peachtree Park,5,6,Morning,0,0,0,0
Peachtree Park,5,6,Day,0,0,1,4
Peachtree Park,5,6,Evening,1,0,1,2
Peachtree Park,6,0,Morning,0,0,1,0
Peachtree Park,6,0,Day,0,0,1,2
Peachtree Park,6,0,Evening,0,0,2,2
Peachtree Park,6,1,Morning,0,1,0,2
Peachtree Park,6,1,Day,0,0,1,2
Peachtree Park,6,1,Evening,0,1,0,5
Peachtree Park,6,2,Morning,0,1,0,1
Peachtree Park,6,2,Day,0,0,2,3
Peachtree Park,6,2,Evening,0,1,1,2
Peachtree Park,6,3,Morning,0,0,0,1
Peachtree Park,6,3,Day,0,0,0,1
Peachtree Park,6,3,Evening,0,0,1,5
Peachtree Park,6,4,Morning,0,1,0,1
Peachtree Park,6,4,Day,0,0,1,0
Peachtree Park,6,4,Evening,0,0,1,4
Peachtree Park,6,5,Morning,0,0,0,1
Peachtree Park,6,5,Day,0,0,0,3
Peachtree Park,6,5,Evening,0,0,0,2
Peachtree Park,6,6,Morning,0,0,0,5
Peachtree Park,6,6,Day,0,0,0,1
Peachtree Park,6,6,Evening,0,0,0,0
Peachtree Park,7,0,Morning,0,0,3,1
Peachtree Park,7,0,Day,0,0,0,1
Peachtree Park,7,0,Evening,0,0,4,6
Peachtree Park,7,1,Morning,0,0,0,2
Peachtree Park,7,1,Day,0,0,0,3
Peachtree Park,7,1,Evening,0,0,2,4
Peachtree Park,7,2,Morning,0,0,2,1
Peachtree Park,7,2,Day,0,0,2,3
Peachtree Park,7,2,Evening,0,1,0,6
Peachtree Park,7,3,Morning,0,0,1,0
Peachtree Park,7,3,Day,0,0,0,4
Peachtree Park,7,3,Evening,0,1,0,4
Peachtree Park,7,4,Morning,0,0,1,0
Peachtree Park,7,4,Day,0,0,1,3
Peachtree Park,7,4,Evening,0,0,0,4
Peachtree Park,7,5,Morning,0,1,0,2
Peachtree Park,7,5,Day,0,0,0,1
Peachtree Park,7,5,Evening,0,0,1,2
Peachtree Park,7,6,Morning,0,2,3,1
Peachtree Park,7,6,Day,0,0,0,3
Peachtree Park,7,6,Evening,0,0,3,2
Peachtree Park,8,0,Morning,0,0,0,0
Peachtree Park,8,0,Day,0,0,2,1
Peachtree Park,8,0,Evening,0,0,0,2
Peachtree Park,8,1,Morning,0,0,0,0
Peachtree Park,8,1,Day,0,0,0,0
Peachtree Park,8,1,Evening,0,0,1,2
Peachtree Park,8,2,Morning,0,0,0,1
Peachtree Park,8,2,Day,0,0,0,1
Peachtree Park,8,2,Evening,0,0,0,4
Peachtree Park,8,3,Morning,0,1,0,1
Peachtree Park,8,3,Day,0,0,0,1
Peachtree Park,8,3,Evening,0,0,0,6
Peachtree Park,8,4,Morning,0,0,1,2
Peachtree Park,8,4,Day,0,0,2,1
Peachtree Park,8,4,Evening,0,1,0,4
Peachtree Park,8,5,Morning,0,0,0,0
Peachtree Park,8,5,Day,0,0,0,3
Peachtree Park,8,5,Evening,0,0,1,5
Peachtree Park,8,6,Morning,0,0,0,2
Peachtree Park,8,6,Day,0,0,1,2
Peachtree Park,8,6,Evening,0,0,1,2
Peachtree Park,9,0,Morning,0,0,0,0
Peachtree Park,9,0,Day,0,0,1,3
Peachtree Park,9,0,Evening,0,0,0,4
Peachtree Park,9,1,Morning,0,0,0,0
Peachtree Park,9,1,Day,0,0,0,0
Peachtree Park,9,1,Evening,0,0,2,2
Peachtree Park,9,2,Morning,0,0,1,1
Peachtree Park,9,2,Day,0,0,1,1
Peachtree Park,9,2,Evening,0,0,2,6
Peachtree Park,9,3,Morning,0,1,0,0
Peachtree Park,9,3,Day,0,0,1,1
Peachtree Park,9,3,Evening,0,0,0,2
Peachtree Park,9,4,Morning,0,0,0,0
Peachtree Park,9,4,Day,0,0,0,1
Peachtree Park,9,4,Evening,0,0,3,2
Peachtree Park,9,5,Morning,0,0,0,0
Peachtree Park,9,5,Day,0,0,0,5
Peachtree Park,9,5,Evening,0,0,2,3
Peachtree Park,9,6,Morning,0,1,0,2
Peachtree Park,9,6,Day,0,0,1,0
Peachtree Park,9,6,Evening,0,0,1,5
Peachtree Park,10,0,Morning,0,0,1,0
Peachtree Park,10,0,Day,0,0,0,2
Peachtree Park,10,0,Evening,0,0,0,4
Peachtree Park,10,1,Morning,0,0,0,0
Peachtree Park,10,1,Day,0,0,0,1
Peachtree Park,10,1,Evening,0,2,1,2
Peachtree Park,10,2,Morning,0,0,1,1
Peachtree Park,10,2,Day,0,0,1,5
Peachtree Park,10,2,Evening,0,0,0,4
Peachtree Park,10,3,Morning,0,1,1,4
Peachtree Park,10,3,Day,0,1,0,2
Peachtree Park,10,3,Evening,0,0,0,5
Peachtree Park,10,4,Morning,0,0,0,1
Peachtree Park,10,4,Day,0,0,1,5
Peachtree Park,10,4,Evening,0,0,5,4
Peachtree Park,10,5,Morning,0,1,1,0
Peachtree Park,10,5,Day,0,0,0,5
Peachtree Park,10,5,Evening,0,0,2,6
Peachtree Park,10,6,Morning,0,2,0,2
Peachtree Park,10,6,Day,0,0,1,1
Peachtree Park,10,6,Evening,0,0,3,4
Peachtree Park,11,0,Morning,0,0,0,0
Peachtree Park,11,0,Day,0,0,0,3
Peachtree Park,11,0,Evening,0,0,0,5
Peachtree Park,11,1,Morning,0,1,0,0
Peachtree Park,11,1,Day,0,1,1,2
Peachtree Park,11,1,Evening,0,1,0,3
Peachtree Park,11,2,Morning,0,0,0,1
Peachtree Park,11,2,Day,0,0,0,4
Peachtree Park,11,2,Evening,0,0,1,3
Peachtree Park,11,3,Morning,0,0,0,0
Peachtree Park,11,3,Day,0,0,1,1
Peachtree Park,11,3,Evening,0,0,0,4
Peachtree Park,11,4,Morning,0,1,0,0
Peachtree Park,11,4,Day,0,0,0,0
Peachtree Park,11,4,Evening,0,1,1,5
Peachtree Park,11,5,Morning,0,0,0,1
Peachtree Park,11,5,Day,0,0,1,3
Peachtree Park,11,5,Evening,0,2,0,6
Peachtree Park,11,6,Morning,0,0,0,1
Peachtree Park,11,6,Day,0,0,0,1
Peachtree Park,11,6,Evening,0,0,1,6
Peachtree Park,12,0,Morning,0,0,1,1
Peachtree Park,12,0,Day,0,0,2,1
Peachtree Park,12,0,Evening,0,0,0,4
Peachtree Park,12,1,Morning,0,0,0,0
Peachtree Park,12,1,Day,0,0,0,3
Peachtree Park,12,1,Evening,0,0,0,6
Peachtree Park,12,2,Morning,0,0,0,1
Peachtree Park,12,2,Day,0,0,1,3
Peachtree Park,12,2,Evening,0,0,2,3
Peachtree Park,12,3,Morning,0,0,0,0
Peachtree Park,12,3,Day,0,0,0,0
Peachtree Park,12,3,Evening,0,1,0,4
Peachtree Park,12,4,Morning,0,0,1,1
Peachtree Park,12,4,Day,0,0,0,2
Peachtree Park,12,4,Evening,0,0,2,1
Peachtree Park,12,5,Morning,0,0,0,2
Peachtree Park,12,5,Day,0,0,0,4
Peachtree Park,12,5,Evening,0,1,1,1
Peachtree Park,12,6,Morning,0,0,2,2
Peachtree Park,12,6,Day,0,0,2,1
Peachtree Park,12,6,Evening,0,0,0,3
Penelope Neighbors,1,0,Morning,0,0,0,0
Penelope Neighbors,1,0,Day,0,0,0,0
Penelope Neighbors,1,0,Evening,0,0,1,0
Penelope Neighbors,1,1,Morning,0,0,1,0
Penelope Neighbors,1,1,Day,0,0,0,1
Penelope Neighbors,1,1,Evening,0,0,0,1
Penelope Neighbors,1,2,Morning,0,0,0,0
Penelope Neighbors,1,2,Day,0,0,1,0
Penelope Neighbors,1,2,Evening,0,2,0,0
Penelope Neighbors,1,3,Morning,0,0,2,0
Penelope Neighbors,1,3,Day,0,1,0,0
Penelope Neighbors,1,3,Evening,0,0,2,1
Penelope Neighbors,1,4,Morning,0,0,0,0
Penelope Neighbors,1,4,Day,0,0,2,0
Penelope Neighbors,1,4,Evening,0,0,1,0
Penelope Neighbors,1,5,Morning,0,0,0,0
Penelope Neighbors,1,5,Day,0,0,2,0
Penelope Neighbors,1,5,Evening,0,1,2,0
Penelope Neighbors,1,6,Morning,0,0,1,0
Penelope Neighbors,1,6,Day,0,0,0,1
Penelope Neighbors,1,6,Evening,0,0,0,0
Penelope Neighbors,2,0,Morning,0,0,0,1
Penelope Neighbors,2,0,Day,0,1,0,0
Penelope Neighbors,2,0,Evening,0,0,0,1
Penelope Neighbors,2,1,Morning,0,0,1,0
Penelope Neighbors,2,1,Day,0,0,0,1
Penelope Neighbors,2,1,Evening,0,0,0,2
Penelope Neighbors,2,2,Morning,0,1,0,0
Penelope Neighbors,2,2,Day,0,0,0,0
Penelope Neighbors,2,2,Evening,0,0,0,2
Penelope Neighbors,2,3,Morning,0,1,0,0
Penelope Neighbors,2,3,Day,0,1,1,1
Penelope Neighbors,2,3,Evening,0,0,0,0
Penelope Neighbors,2,4,Morning,0,0,0,0
Penelope Neighbors,2,4,Day,0,0,0,0
Penelope Neighbors,2,4,Evening,0,0,0,0
Penelope Neighbors,2,5,Morning,0,0,0,0
Penelope Neighbors,2,5,Day,0,0,0,0
Penelope Neighbors,2,5,Evening,0,0,1,0
Penelope Neighbors,2,6,Morning,0,0,0,0
Penelope Neighbors,2,6,Day,0,0,0,0
Penelope Neighbors,2,6,Evening,0,0,1,0
Penelope Neighbors,3,0,Morning,0,0,0,0
Penelope Neighbors,3,0,Day,0,0,1,0
Penelope Neighbors,3,0,Evening,0,0,0,0
Penelope Neighbors,3,1,Morning,0,0,0,0
Penelope Neighbors,3,1,Day,0,1,0,0
Penelope Neighbors,3,1,Evening,0,0,1,0
Penelope Neighbors,3,2,Morning,0,0,0,0
Penelope Neighbors,3,2,Day,0,1,2,1
Penelope Neighbors,3,2,Evening,0,0,0,0
Penelope Neighbors,3,3,Morning,0,0,0,0
Penelope Neighbors,3,3,Day,0,0,0,0
Penelope Neighbors,3,3,Evening,0,0,0,1
Penelope Neighbors,3,4,Morning,0,0,1,0
Penelope Neighbors,3,4,Day,0,0,0,0
Penelope Neighbors,3,4,Evening,0,1,0,0
Penelope Neighbors,3,5,Morning,0,0,0,0
Penelope Neighbors,3,5,Day,0,0,0,0
Penelope Neighbors,3,5,Evening,0,0,2,1
Penelope Neighbors,3,6,Morning,0,0,0,0
Penelope Neighbors,3,6,Day,0,0,0,0
Penelope Neighbors,3,6,Evening,0,0,0,0
Penelope Neighbors,4,0,Morning,0,0,1,0
Penelope Neighbors,4,0,Day,0,1,0,3
Penelope Neighbors,4,0,Evening,0,1,0,0
Penelope Neighbors,4,1,Morning,0,1,0,0
Penelope Neighbors,4,1,Day,0,0,1,1
Penelope Neighbors,4,1,Evening,0,0,0,0
Penelope Neighbors,4,2,Morning,0,0,1,0
Penelope Neighbors,4,2,Day,0,0,0,0
Penelope Neighbors,4,2,Evening,0,1,1,1
Penelope Neighbors,4,3,Morning,0,0,0,1
Penelope Neighbors,4,3,Day,0,0,1,0
Penelope Neighbors,4,3,Evening,0,1,2,0
Penelope Neighbors,4,4,Morning,0,0,0,1
Penelope Neighbors,4,4,Day,0,0,0,0
Penelope Neighbors,4,4,Evening,0,0,0,1
Penelope Neighbors,4,5,Morning,0,0,0,0
Penelope Neighbors,4,5,Day,0,0,0,1
Penelope Neighbors,4,5,Evening,0,0,0,0
Penelope Neighbors,4,6,Morning,0,0,0,1
Penelope Neighbors,4,6,Day,0,0,0,0
Penelope Neighbors,4,6,Evening,0,1,1,0
Penelope Neighbors,5,0,Morning,0,1,1,1
Penelope Neighbors,5,0,Day,0,0,1,1
Penelope Neighbors,5,0,Evening,0,0,0,0
Penelope Neighbors,5,1,Morning,0,0,0,0
Penelope Neighbors,5,1,Day,0,0,1,1
Penelope Neighbors,5,1,Evening,0,0,1,0
Penelope Neighbors,5,2,Morning,0,1,0,1
Penelope Neighbors,5,2,Day,0,0,1,0
Penelope Neighbors,5,2,Evening,0,0,0,0
Penelope Neighbors,5,3,Morning,0,0,2,0
Penelope Neighbors,5,3,Day,0,0,1,0
Penelope Neighbors,5,3,Evening,0,2,1,1
Penelope Neighbors,5,4,Morning,0,0,1,0
Penelope Neighbors,5,4,Day,0,0,0,0
Penelope Neighbors,5,4,Evening,0,0,0,1
Penelope Neighbors,5,5,Morning,0,0,0,0
Penelope Neighbors,5,5,Day,0,1,0,0
Penelope Neighbors,5,5,Evening,0,1,1,1
Penelope Neighbors,5,6,Morning,0,0,0,1
Penelope Neighbors,5,6,Day,0,0,0,0
Penelope Neighbors,5,6,Evening,0,0,1,0
Penelope Neighbors,6,0,Morning,0,0,1,2
Penelope Neighbors,6,0,Day,0,0,0,0
Penelope Neighbors,6,0,Evening,0,2,1,1
Penelope Neighbors,6,1,Morning,0,0,0,0
Penelope Neighbors,6,1,Day,0,0,0,2
Penelope Neighbors,6,1,Evening,0,1,0,1
Penelope Neighbors,6,2,Morning,0,0,0,0
Penelope Neighbors,6,2,Day,0,0,2,2
Penelope Neighbors,6,2,Evening,0,0,2,1
Penelope Neighbors,6,3,Morning,0,0,0,1
Penelope Neighbors,6,3,Day,0,0,0,0
Penelope Neighbors,6,3,Evening,0,0,1,0
Penelope Neighbors,6,4,Morning,0,0,0,0
Penelope Neighbors,6,4,Day,0,0,0,1
Penelope Neighbors,6,4,Evening,0,0,1,0
Penelope Neighbors,6,5,Morning,0,0,1,0
Penelope Neighbors,6,5,Day,0,0,1,1
Penelope Neighbors,6,5,Evening,0,0,0,1
Penelope Neighbors,6,6,Morning,0,1,0,0
Penelope Neighbors,6,6,Day,0,0,2,0
Penelope Neighbors,6,6,Evening,0,0,3,0
Penelope Neighbors,7,0,Morning,0,1,1,0
Penelope Neighbors,7,0,Day,0,0,0,0
Penelope Neighbors,7,0,Evening,0,0,1,0
Penelope Neighbors,7,1,Morning,0,0,0,0
Penelope Neighbors,7,1,Day,0,1,1,0
Penelope Neighbors,7,1,Evening,0,1,0,0
Penelope Neighbors,7,2,Morning,0,0,1,0
Penelope Neighbors,7,2,Day,0,2,1,0
Penelope Neighbors,7,2,Evening,0,0,2,1
Penelope Neighbors,7,3,Morning,0,0,0,1
Penelope Neighbors,7,3,Day,0,2,1,0
Penelope Neighbors,7,3,Evening,0,0,0,1
Penelope Neighbors,7,4,Morning,0,0,0,0
Penelope Neighbors,7,4,Day,0,1,0,0
Penelope Neighbors,7,4,Evening,0,1,0,0
Penelope Neighbors,7,5,Morning,0,0,0,0
Penelope Neighbors,7,5,Day,0,0,1,0
Penelope Neighbors,7,5,Evening,0,1,0,1
Penelope Neighbors,7,6,Morning,0,0,0,0
Penelope Neighbors,7,6,Day,0,0,0,1
Penelope Neighbors,7,6,Evening,0,1,0,0
Penelope Neighbors,8,0,Morning,0,0,0,1
Penelope Neighbors,8,0,Day,0,0,2,0
Penelope Neighbors,8,0,Evening,0,0,1,1
Penelope Neighbors,8,1,Morning,0,0,0,1
Penelope Neighbors,8,1,Day,0,0,0,1
Penelope Neighbors,8,1,Evening,0,0,1,0
Penelope Neighbors,8,2,Morning,0,0,1,0
Penelope Neighbors,8,2,Day,0,0,0,0
Penelope Neighbors,8,2,Evening,0,0,0,0
Penelope Neighbors,8,3,Morning,0,0,0,0
Penelope Neighbors,8,3,Day,0,0,1,1
Penelope Neighbors,8,3,Evening,0,1,0,0
Penelope Neighbors,8,4,Morning,1,0,0,1
Penelope Neighbors,8,4,Day,0,0,0,0
Penelope Neighbors,8,4,Evening,0,0,0,0
Penelope Neighbors,8,5,Morning,0,0,0,0
Penelope Neighbors,8,5,Day,0,0,0,1
Penelope Neighbors,8,5,Evening,0,0,0,2
Penelope Neighbors,8,6,Morning,0,0,0,0
Penelope Neighbors,8,6,Day,0,0,2,2
Penelope Neighbors,8,6,Evening,0,1,0,0
Penelope Neighbors,9,0,Morning,0,1,2,0
Penelope Neighbors,9,0,Day,0,0,1,1
Penelope Neighbors,9,0,Evening,0,0,2,1
Penelope Neighbors,9,1,Morning,0,1,0,0
Penelope Neighbors,9,1,Day,0,1,3,0
Penelope Neighbors,9,1,Evening,0,0,1,2
Penelope Neighbors,9,2,Morning,0,0,0,0
Penelope Neighbors,9,2,Day,0,0,3,1
Penelope Neighbors,9,2,Evening,0,1,0,1
Penelope Neighbors,9,3,Morning,0,0,0,0
Penelope Neighbors,9,3,Day,0,0,0,0
Penelope Neighbors,9,3,Evening,0,0,0,1
Penelope Neighbors,9,4,Morning,0,0,0,0
Penelope Neighbors,9,4,Day,0,0,0,0
Penelope Neighbors,9,4,Evening,0,0,0,0
Penelope Neighbors,9,5,Morning,0,0,1,0
Penelope Neighbors,9,5,Day,0,1,0,0
Penelope Neighbors,9,5,Evening,0,0,0,0
Penelope Neighbors,9,6,Morning,0,0,0,1
Penelope Neighbors,9,6,Day,0,0,2,3
Penelope Neighbors,9,6,Evening,0,0,1,1
Penelope Neighbors,10,0,Morning,0,0,0,1
Penelope Neighbors,10,0,Day,0,0,1,0
Penelope Neighbors,10,0,Evening,0,0,0,0
Penelope Neighbors,10,1,Morning,0,0,0,0
Penelope Neighbors,10,1,Day,0,0,0,0
Penelope Neighbors,10,1,Evening,0,0,1,0
Penelope Neighbors,10,2,Morning,0,0,0,0
Penelope Neighbors,10,2,Day,0,0,0,0
Penelope Neighbors,10,2,Evening,0,0,0,0
Penelope Neighbors,10,3,Morning,0,0,1,0
Penelope Neighbors,10,3,Day,0,0,1,1
Penelope Neighbors,10,3,Evening,0,0,0,0
Penelope Neighbors,10,4,Morning,0,1,1,0
Penelope Neighbors,10,4,Day,0,0,1,0
Penelope Neighbors,10,4,Evening,0,1,1,0
Penelope Neighbors,10,5,Morning,0,0,0,2
Penelope Neighbors,10,5,Day,0,0,2,0
Penelope Neighbors,10,5,Evening,0,0,0,0
Penelope Neighbors,10,6,Morning,0,0,1,0
Penelope Neighbors,10,6,Day,0,0,1,0
Penelope Neighbors,10,6,Evening,0,0,1,0
Penelope Neighbors,11,0,Morning,0,0,0,0
Penelope Neighbors,11,0,Day,0,0,0,0
Penelope Neighbors,11,0,Evening,0,1,1,0
Penelope Neighbors,11,1,Morning,0,0,0,0
Penelope Neighbors,11,1,Day,0,0,0,0
Penelope Neighbors,11,1,Evening,0,1,0,1
Penelope Neighbors,11,2,Morning,0,0,0,0
Penelope Neighbors,11,2,Day,0,0,0,0
Penelope Neighbors,11,2,Evening,0,0,1,0
Penelope Neighbors,11,3,Morning,0,0,0,0
Penelope Neighbors,11,3,Day,0,0,1,0
Penelope Neighbors,11,3,Evening,0,1,0,0
Penelope Neighbors,11,4,Morning,0,0,1,0
Penelope Neighbors,11,4,Day,0,0,0,0
Penelope Neighbors,11,4,Evening,0,0,0,1
Penelope Neighbors,11,5,Morning,0,0,0,0
Penelope Neighbors,11,5,Day,0,0,1,1
Penelope Neighbors,11,5,Evening,0,0,0,0
Penelope Neighbors,11,6,Morning,0,0,0,0
Penelope Neighbors,11,6,Day,0,0,1,0
Penelope Neighbors,11,6,Evening,0,0,0,0
Penelope Neighbors,12,0,Morning,0,0,0,0
Penelope Neighbors,12,0,Day,0,0,2,0
Penelope Neighbors,12,0,Evening,0,1,1,1
Penelope Neighbors,12,1,Morning,0,0,1,1
Penelope Neighbors,12,1,Day,0,0,0,0
Penelope Neighbors,12,1,Evening,0,0,2,0
Penelope Neighbors,12,2,Morning,0,0,0,0
Penelope Neighbors,12,2,Day,0,0,0,0
Penelope Neighbors,12,2,Evening,0,0,2,0
Penelope Neighbors,12,3,Morning,0,0,0,1
Penelope Neighbors,12,3,Day,0,1,2,0
Penelope Neighbors,12,3,Evening,0,0,0,0
Penelope Neighbors,12,4,Morning,0,1,1,0
Penelope Neighbors,12,4,Day,0,0,0,0
Penelope Neighbors,12,4,Evening,0,0,0,0
Penelope Neighbors,12,5,Morning,0,0,0,0
Penelope Neighbors,12,5,Day,0,0,0,0
Penelope Neighbors,12,5,Evening,0,0,0,0
Penelope Neighbors,12,6,Morning,0,0,0,0
Penelope Neighbors,12,6,Day,0,0,1,1
Penelope Neighbors,12,6,Evening,0,0,0,0
Peoplestown,1,0,Morning,0,1,3,3
Peoplestown,1,0,Day,0,2,7,5
Peoplestown,1,0,Evening,0,4,9,7
Peoplestown,1,1,Morning,0,0,3,2
Peoplestown,1,1,Day,0,2,9,5
Peoplestown,1,1,Evening,1,1,6,4
Peoplestown,1,2,Morning,0,1,3,1
Peoplestown,1,2,Day,0,0,4,2
Peoplestown,1,2,Evening,1,2,7,3
Peoplestown,1,3,Morning,0,0,7,1
Peoplestown,1,3,Day,0,2,3,2
Peoplestown,1,3,Evening,0,4,5,1
Peoplestown,1,4,Morning,0,3,4,4
Peoplestown,1,4,Day,0,3,12,2
Peoplestown,1,4,Evening,0,2,4,7
Peoplestown,1,5,Morning,0,0,0,4
Peoplestown,1,5,Day,0,2,6,4
Peoplestown,1,5,Evening,0,4,9,5
Peoplestown,1,6,Morning,0,1,0,2
Peoplestown,1,6,Day,0,1,7,0
Peoplestown,1,6,Evening,0,4,14,3
Peoplestown,2,0,Morning,0,0,2,0
Peoplestown,2,0,Day,0,4,6,1
Peoplestown,2,0,Evening,0,4,4,2
Peoplestown,2,1,Morning,0,1,5,0
Peoplestown,2,1,Day,0,2,6,6
Peoplestown,2,1,Evening,0,3,2,3
Peoplestown,2,2,Morning,0,2,5,3
Peoplestown,2,2,Day,0,1,4,1
Peoplestown,2,2,Evening,0,1,1,2
Peoplestown,2,3,Morning,0,0,1,0
Peoplestown,2,3,Day,0,3,7,1
Peoplestown,2,3,Evening,0,1,8,1
Peoplestown,2,4,Morning,0,0,5,2
Peoplestown,2,4,Day,0,1,8,3
Peoplestown,2,4,Evening,0,3,6,1
Peoplestown,2,5,Morning,0,3,5,3
Peoplestown,2,5,Day,0,0,1,4
Peoplestown,2,5,Evening,0,1,9,3
Peoplestown,2,6,Morning,0,2,0,1
Peoplestown,2,6,Day,0,1,2,2
Peoplestown,2,6,Evening,0,0,5,1
Peoplestown,3,0,Morning,0,3,0,1
Peoplestown,3,0,Day,0,0,4,5
Peoplestown,3,0,Evening,0,3,3,4
Peoplestown,3,1,Morning,0,1,1,1
Peoplestown,3,1,Day,0,0,5,1
Peoplestown,3,1,Evening,0,2,1,2
Peoplestown,3,2,Morning,0,1,6,2
Peoplestown,3,2,Day,0,3,4,2
Peoplestown,3,2,Evening,0,1,7,3
Peoplestown,3,3,Morning,0,2,5,0
Peoplestown,3,3,Day,0,1,8,3
Peoplestown,3,3,Evening,0,5,2,4
Peoplestown,3,4,Morning,0,0,7,1
Peoplestown,3,4,Day,0,0,5,4
Peoplestown,3,4,Evening,0,1,8,4
Peoplestown,3,5,Morning,0,1,2,1
Peoplestown,3,5,Day,0,1,5,4
Peoplestown,3,5,Evening,0,3,2,1
Peoplestown,3,6,Morning,0,2,2,3
Peoplestown,3,6,Day,0,1,3,3
Peoplestown,3,6,Evening,1,4,3,4
Peoplestown,4,0,Morning,0,1,1,1
Peoplestown,4,0,Day,0,1,5,5
Peoplestown,4,0,Evening,0,1,3,6
Peoplestown,4,1,Morning,0,1,1,1
Peoplestown,4,1,Day,0,1,2,7
Peoplestown,4,1,Evening,0,4,5,3
Peoplestown,4,2,Morning,0,1,2,3
Peoplestown,4,2,Day,0,1,4,2
Peoplestown,4,2,Evening,0,1,5,4
Peoplestown,4,3,Morning,0,0,5,6
Peoplestown,4,3,Day,0,3,4,4
Peoplestown,4,3,Evening,0,3,4,2
Peoplestown,4,4,Morning,0,0,5,3
Peoplestown,4,4,Day,0,2,4,1
Peoplestown,4,4,Evening,0,5,5,3
Peoplestown,4,5,Morning,0,4,1,2
Peoplestown,4,5,Day,0,1,2,8
Peoplestown,4,5,Evening,0,6,5,3
Peoplestown,4,6,Morning,0,0,2,2
Peoplestown,4,6,Day,0,2,3,3
Peoplestown,4,6,Evening,1,2,6,3
Peoplestown,5,0,Morning,0,4,3,3
Peoplestown,5,0,Day,0,0,6,7
Peoplestown,5,0,Evening,0,3,4,3
Peoplestown,5,1,Morning,0,1,2,3
Peoplestown,5,1,Day,0,3,5,6
Peoplestown,5,1,Evening,0,4,3,3
Peoplestown,5,2,Morning,0,4,4,2
Peoplestown,5,2,Day,0,2,6,5
Peoplestown,5,2,Evening,0,2,4,6
Peoplestown,5,3,Morning,0,1,3,0
Peoplestown,5,3,Day,0,3,4,8
Peoplestown,5,3,Evening,0,5,7,2
Peoplestown,5,4,Morning,0,1,4,3
Peoplestown,5,4,Day,0,2,8,5
Peoplestown,5,4,Evening,0,2,6,3
Peoplestown,5,5,Morning,0,5,4,4
Peoplestown,5,5,Day,0,1,5,1
Peoplestown,5,5,Evening,0,3,7,4
Peoplestown,5,6,Morning,0,2,5,5
Peoplestown,5,6,Day,0,0,4,3
Peoplestown,5,6,Evening,0,2,5,7
Peoplestown,6,0,Morning,0,1,2,1
Peoplestown,6,0,Day,0,2,5,7
Peoplestown,6,0,Evening,0,1,3,4
Peoplestown,6,1,Morning,0,2,6,2
